City_ID,City,Latitude,Longitude,Max Temperature (°C),Humidity (%),Cloudiness (%),Wind Speed (MPH),Country,Date
219,Kulhudhuffushi,6.6221,73.07,80.98,77,34,9.91,MV,1672247053
220,Lusambo,-4.9667,23.45,72.05,96,100,2.51,CD,1672247053
221,Comodoro Rivadavia,-45.8667,-67.5,67.86,26,0,6.91,AR,1672246778
222,Kahului,20.8947,-156.47,74.84,80,100,3.44,US,1672247053
223,Hay River,60.8156,-115.7999,-2.81,99,98,4.47,CA,1672247054
224,Marzuq,14.4,46.4667,68.45,60,67,17.63,YE,1672247054
225,La Rioja,42.25,-2.5,38.98,66,26,8.39,ES,1672247054
226,‘Āhuimanu,21.4447,-157.8378,74.86,82,40,5.75,US,1672247054
227,Okha,53.5739,142.9478,-2.36,94,91,15.57,RU,1672247025
228,Ancud,-41.8697,-73.8203,60.78,55,16,11.18,CL,1672247055
229,Teya,60.3778,92.6267,10.9,97,100,0.94,RU,1672247055
230,Lazarev,52.225,141.5131,-8.27,98,100,3.91,RU,1672247056
231,Pacific Grove,36.6177,-121.9166,50.09,94,0,6.91,US,1672247056
232,Abu Samrah,35.3029,37.1841,50.92,75,6,5.99,SY,1672247056
233,Sioux Lookout,50.1001,-91.917,17.67,86,100,6.91,CA,1672247056
234,East London,-33.0153,27.9116,72.27,84,66,12.64,ZA,1672247057
235,Nizhniy Kuranakh,58.8353,125.4869,-22.43,97,41,3.04,RU,1672247012
236,Zottegem,50.8662,3.809,49.55,91,100,25.95,BE,1672247058
237,Mubi,10.2676,13.2644,75.09,19,8,6.29,NG,1672247058
238,Atar,20.5169,-13.0499,82.06,19,41,18.48,MR,1672247058
239,Yangi Marg`ilon,40.4272,71.7189,30.92,80,100,0.0,UZ,1672247058
240,Antofagasta,-23.65,-70.4,69.08,66,16,10.33,CL,1672246797
241,Danville,36.586,-79.395,51.44,47,0,7.0,US,1672247059
242,Lingao,19.9103,109.6859,66.13,81,100,12.95,CN,1672247059
243,Ulaangom,49.9811,92.0667,-16.85,98,99,1.68,MN,1672247060
244,Khatanga,71.9667,102.5,-36.18,98,97,4.56,RU,1672247060
245,Līsakovsk,52.5369,62.4936,11.48,96,100,7.38,KZ,1672247061
246,Gornozavodsk,58.3758,58.3211,-0.98,99,71,1.25,RU,1672247061
247,Shelabolikha,53.4131,82.6167,3.09,98,54,4.32,RU,1672247061
248,Batagay-Alyta,67.8006,130.4114,-19.34,91,98,6.08,RU,1672247062
249,La Romana,18.4273,-68.9728,82.29,61,16,6.62,DO,1672246871
250,Coquimbo,-29.9533,-71.3436,69.01,70,4,7.56,CL,1672246921
251,Banjar,-8.19,114.9675,76.01,93,100,1.19,ID,1672247063
252,Pārsābād,39.6482,47.9174,46.26,60,76,7.81,IR,1672247063
253,Leningradskiy,69.3833,178.4167,-24.66,98,60,5.97,RU,1672247064
254,Kavieng,-2.5744,150.7967,80.73,77,100,4.76,PG,1672247064
255,Yenagoa,4.9247,6.2642,89.89,26,30,4.72,NG,1672247065
256,Vila do Maio,15.1333,-23.2167,73.31,70,100,19.89,CV,1672247065
257,Malye Derbety,47.9547,44.6808,35.49,93,100,18.57,RU,1672247065
258,Lata,40.1629,-8.3327,59.81,90,100,5.73,PT,1672247065
259,Aswān,24.0934,32.907,64.89,42,0,11.68,EG,1672247066
260,Inzer,54.2167,57.5556,12.58,94,100,3.38,RU,1672247066
261,Orocué,4.7912,-71.3354,93.13,39,0,11.65,CO,1672247066
262,Pisco,-13.7,-76.2167,77.02,74,36,8.61,PE,1672247066
263,Kudahuvadhoo,2.6708,72.8944,81.12,67,100,1.68,MV,1672247067
264,Muisne,0.6,-80.0333,78.1,80,97,9.82,EC,1672247067
265,Bagdarin,54.4333,113.6,-10.52,92,26,2.98,RU,1672247068
266,Camacha,33.0833,-16.3333,65.62,68,20,8.05,PT,1672247068
267,Priargunsk,50.3691,119.1012,-26.91,100,69,1.01,RU,1672247068
268,Dingle,10.9995,122.6711,73.58,95,100,5.84,PH,1672247069
269,Cherdyn',60.403,56.4787,-14.1,100,100,2.15,RU,1672246897
270,Aksarka,66.5606,67.7975,-13.49,100,84,1.34,RU,1672247069
271,Abu Dhabi,24.4667,54.3667,68.11,67,0,5.75,AE,1672247064
272,Jalesar,27.4833,78.3167,56.35,31,0,7.34,IN,1672247070
273,Mitú,1.1983,-70.1733,92.37,41,30,4.79,CO,1672247070
274,Fort-Shevchenko,44.5086,50.263,36.54,85,94,8.88,KZ,1672247071
275,Mochudi,-24.4167,26.15,84.96,34,98,7.16,BW,1672247071
276,College,64.8569,-147.8028,3.18,78,75,0.0,US,1672247071
277,Urengoy,65.9667,78.3667,-21.15,99,54,7.45,RU,1672247072
278,Fallon,39.4735,-118.7774,39.07,54,40,4.61,US,1672247072
279,Dickson,36.077,-87.3878,51.15,49,0,17.27,US,1672247073
280,Thaton,16.9206,97.3714,69.93,75,49,1.12,MM,1672247073
281,Port Hardy,50.6996,-127.4199,38.64,82,53,5.55,CA,1672247074
282,Chicama,-7.8447,-79.1469,78.66,58,85,10.8,PE,1672247074
283,Peniche,39.3558,-9.3811,62.29,89,100,14.79,PT,1672247074
284,Qasigiannguit,68.8193,-51.1922,10.65,74,68,6.55,GL,1672247075
285,Yulara,-25.2406,130.9889,79.25,41,69,20.47,AU,1672247075
286,Slave Lake,55.2834,-114.769,6.78,78,100,9.22,CA,1672247075
287,Airai,-8.9266,125.4092,58.64,97,100,4.03,TL,1672247075
288,Muromtsevo,56.3724,75.2418,-11.38,100,58,3.62,RU,1672246852
289,Ji’an,27.1172,114.9793,40.01,93,100,7.87,CN,1672247076
290,Yangshe,31.8899,120.6052,42.03,80,100,1.99,CN,1672247076
291,Pāvilosta,56.8879,21.1859,37.31,97,100,14.45,LV,1672246860
292,Havøysund,70.9963,24.6622,34.03,59,100,13.09,NO,1672247077
293,Baker City,44.7749,-117.8344,36.59,65,20,6.91,US,1672247077
294,Cumberland,35.0502,-78.8664,53.49,31,0,5.75,US,1672247077
295,Iquique,-20.2208,-70.1431,74.05,69,25,11.83,CL,1672246967
296,Sterling,39.0062,-77.4286,46.44,50,0,8.01,US,1672246881
297,Penzance,50.1186,-5.5371,52.92,82,40,23.02,GB,1672247078
298,Bayir,37.2687,28.2167,43.32,67,5,1.32,TR,1672247078
299,Ust-Maya,60.4167,134.5333,-34.17,100,99,1.03,RU,1672247078
300,Inhambane,-23.865,35.3833,77.49,74,33,11.18,MZ,1672247079
301,Roald,62.5833,6.1333,39.34,45,75,10.36,NO,1672247079
302,Alakurtti,66.9672,30.3491,8.22,98,99,1.19,RU,1672247079
303,Midland,31.9974,-102.0779,59.81,28,0,18.41,US,1672246891
304,Döbeln,51.1167,13.1167,48.97,75,98,19.04,DE,1672247041
305,Saint George,37.1041,-113.5841,46.44,96,100,1.01,US,1672246921
306,Evensk,61.95,159.2333,-10.35,77,18,10.85,RU,1672247080
307,Shiyan,32.6475,110.7781,35.26,42,88,1.05,CN,1672247080
308,Preveza,38.95,20.75,53.51,94,40,0.0,GR,1672247081
309,Roebourne,-20.7833,117.1333,86.88,55,89,13.47,AU,1672247081
310,Vila Velha,-20.3297,-40.2925,85.95,78,75,16.11,BR,1672247081
311,Mbini,1.574,9.6134,82.65,71,52,7.31,GQ,1672247082
312,Kaitangata,-46.2817,169.8464,55.4,94,10,4.09,NZ,1672247082
313,Jacareacanga,-6.2222,-57.7528,80.82,85,99,0.51,BR,1672247082
314,Lethem,3.3803,-59.7968,87.19,48,100,5.86,GY,1672247083
315,Adrar,20.5022,-10.0711,81.72,12,35,17.09,MR,1672247083
316,Gorokhovets,56.1947,42.7003,21.42,96,100,8.08,RU,1672247083
317,Norrtälje,59.758,18.705,35.02,73,92,4.74,SE,1672247083
318,Agadir,30.4202,-9.5982,77.45,34,83,5.46,MA,1672247000
319,Los Llanos de Aridane,28.6585,-17.9182,68.13,38,0,20.0,ES,1672247084
320,Diamantino,-14.4086,-56.4461,84.96,66,100,7.16,BR,1672247084
321,Verāval,20.9,70.3667,72.43,45,11,4.85,IN,1672247085
322,Sept-Îles,50.2001,-66.3821,10.06,72,33,7.0,CA,1672247085
323,Belmonte,-15.8631,-38.8828,83.03,64,27,8.63,BR,1672247085
324,Coahuayana Viejo,18.7333,-103.6833,84.67,41,0,3.11,MX,1672247086
325,Bilibino,68.0546,166.4372,-14.94,98,100,1.74,RU,1672246801
326,Kuril'sk,45.2333,147.8833,30.58,84,52,5.12,RU,1672246894
327,Tupiza,-21.45,-65.7167,73.98,12,76,10.04,BO,1672247086
328,Cherskiy,68.75,161.3,-15.25,100,99,5.53,RU,1672247086
329,Sinnamary,5.3833,-52.95,78.85,84,58,8.43,GF,1672247087
330,Yerbogachën,61.2767,108.0108,-16.49,100,67,4.29,RU,1672247087
331,Waingapu,-9.6567,120.2641,79.16,80,100,7.29,ID,1672247087
332,Shimoda,34.6667,138.95,46.11,62,36,22.41,JP,1672247088
333,Altay,47.8667,88.1167,9.72,58,2,7.14,CN,1672247075
334,Soyo,-6.1349,12.3689,80.74,80,53,9.62,AO,1672247088
335,Mossamedes,-15.1961,12.1522,71.91,72,86,11.83,AO,1672247089
336,Wenling,28.3669,121.36,45.12,76,77,10.98,CN,1672247019
337,Sørland,67.667,12.6934,35.46,67,100,29.1,NO,1672246872
338,Drovyanaya,51.5833,113.0333,-11.31,99,41,2.3,RU,1672247090
339,Bria,6.5423,21.9863,79.75,24,20,3.8,CF,1672247090
340,Moses Lake,47.1301,-119.2781,39.88,70,75,11.5,US,1672247091
341,Santa Isabel Rio Negro,-0.4139,-65.0192,75.34,92,100,2.59,BR,1672247092
342,Daru,-9.0763,143.2092,76.51,92,100,10.89,PG,1672247092
343,Castelo Branco,39.8222,-7.4909,52.25,86,100,5.17,PT,1672247092
344,Baykit,61.67,96.37,-2.06,99,99,1.88,RU,1672247093
345,Tazovsky,67.4667,78.7,-18.76,99,37,7.87,RU,1672247004
346,Portland,45.5234,-122.6762,44.82,93,100,8.01,US,1672247005
347,Bridlington,54.0831,-0.1919,51.89,98,100,13.0,GB,1672246810
348,Awjilah,29.1081,21.2869,60.87,58,0,6.51,LY,1672247094
349,Tezu,27.9167,96.1667,54.7,54,6,4.52,IN,1672247094
350,Puerto Baquerizo Moreno,-0.9,-89.6,77.99,73,100,14.97,EC,1672247095
351,Pedersore,63.65,22.6833,25.9,91,13,6.51,FI,1672247095
352,Talara,-4.5772,-81.2719,83.16,54,0,17.27,PE,1672247089
353,Sault Ste. Marie,46.5168,-84.3333,30.76,93,100,9.22,CA,1672247095
354,Rawson,-43.3002,-65.1023,68.25,29,85,4.34,AR,1672247096
355,San Juan,-31.5375,-68.5364,86.49,19,0,18.37,AR,1672247030
356,Chumikan,54.7183,135.315,-7.42,90,92,14.94,RU,1672247096
357,Onguday,50.75,86.15,1.2,95,47,2.8,RU,1672247097
358,Ruwi,23.5996,58.5507,74.89,63,93,17.02,OM,1672247097
359,Araouane,18.9048,-3.5265,80.35,14,100,9.35,ML,1672247097
360,Port Hedland,-20.3167,118.5667,84.25,61,100,4.61,AU,1672246800
361,Touros,-5.1989,-35.4608,84.24,65,11,15.75,BR,1672247098
362,Omboué,-1.5746,9.2618,81.41,76,47,6.44,GA,1672247098
363,Portobelo,9.55,-79.65,89.11,67,48,6.64,PA,1672246882
364,Ojinaga,29.5667,-104.4167,65.57,33,0,0.0,MX,1672247098
365,Tura,25.5198,90.2201,54.46,57,0,2.66,IN,1672247099
366,Olafsvik,64.8945,-23.7142,25.41,75,97,24.9,IS,1672246985
367,Klaksvík,62.2266,-6.589,38.32,71,100,16.55,FO,1672247099
368,Ceyhan,37.0247,35.8175,51.64,71,5,1.92,TR,1672247099
369,Praia da Vitória,38.7333,-27.0667,59.54,77,88,8.25,PT,1672247100
370,Moussoro,13.6408,16.4901,73.36,17,1,11.14,TD,1672247100
371,Starokozache,46.3372,29.9853,35.82,70,5,3.71,UA,1672247101
372,Samarai,-10.6167,150.6667,79.95,79,100,5.53,PG,1672247101
373,Tari,12.4086,4.4914,83.17,13,2,11.21,NG,1672247102
374,Kozhva,65.1073,57.0459,-9.2,99,80,5.84,RU,1672247102
375,Ulagan,50.6321,87.9563,-2.09,87,37,2.48,RU,1672247102
376,Te Anau,-45.4167,167.7167,54.12,88,38,4.76,NZ,1672247103
377,Novy Urengoy,66.0833,76.6333,-18.13,98,27,8.28,RU,1672246876
378,Christchurch,-43.5333,172.6333,61.92,89,13,10.36,NZ,1672246866
379,Salalah,17.0151,54.0924,77.09,73,0,2.3,OM,1672247104
380,Sheregesh,52.9209,87.9869,3.9,93,31,2.53,RU,1672247105
381,Rundu,-17.9333,19.7667,84.0,30,93,4.36,NA,1672247105
382,Taltal,-25.4,-70.4833,70.84,70,8,9.42,CL,1672247105
383,Kavaratti,10.5669,72.642,81.36,78,1,7.02,IN,1672247106
384,Nādaun,31.7833,76.35,50.61,44,96,3.2,IN,1672247106
385,Dwārka,22.2394,68.9678,72.46,50,25,9.44,IN,1672247106
386,Charter Township of Clinton,42.587,-82.9199,38.26,72,100,16.11,US,1672247107
387,Ahipara,-35.1667,173.1667,60.85,91,12,5.3,NZ,1672247107
388,Codrington,-38.2667,141.9667,53.19,67,52,8.46,AU,1672247108
389,Rio Grande,-32.035,-52.0986,85.95,50,32,11.81,BR,1672247019
390,Seminole,28.7086,-81.2081,71.69,62,0,5.75,US,1672247108
391,Baza,37.4907,-2.7726,56.73,47,49,1.01,ES,1672247109
392,Kampot,10.6167,104.1833,72.25,75,53,6.76,KH,1672246831
393,Natal,-5.795,-35.2094,90.25,51,75,12.66,BR,1672247109
394,Zabaykal'sk,49.6333,117.3167,-11.9,96,43,8.12,RU,1672247110
395,Sirte,31.2089,16.5887,64.09,62,1,3.8,LY,1672246921
396,Amboasary,-25.0333,46.3833,79.99,76,13,6.98,MG,1672247110
397,Fort Dodge,42.4975,-94.168,37.81,65,0,18.41,US,1672247111
398,Samfya,-11.3649,29.5565,67.51,90,83,5.21,ZM,1672247111
399,Formosa do Rio Preto,-11.0483,-45.1931,85.75,50,47,6.17,BR,1672247111
400,Chake Chake,-5.2459,39.7666,78.55,81,15,7.63,TZ,1672247112
401,Kudymkar,59.0173,54.656,-12.41,100,99,2.53,RU,1672247112
402,La Paz,-16.5,-68.15,60.78,44,75,11.5,BO,1672247113
403,Onverwacht,5.5833,-55.1833,89.6,58,40,10.36,SR,1672247113
404,Cairns,-16.9167,145.7667,77.07,94,75,10.36,AU,1672246887
405,Biltine,14.5333,20.9167,71.67,16,0,11.01,TD,1672247114
406,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,94.06,22,0,5.57,AR,1672247114
407,Asău,46.4333,26.4,31.28,68,6,5.19,RO,1672247114
408,Assiut,27.181,31.1837,60.1,38,0,8.95,EG,1672247115
409,Williams Lake,52.1415,-122.1445,33.37,99,100,3.44,CA,1672247115
410,Lishan,31.8576,113.2951,34.66,36,67,1.48,CN,1672247116
411,Labuhan,-6.8844,112.2051,78.06,87,100,9.82,ID,1672247116
412,Kitimat,54.0524,-128.6534,34.92,31,100,3.49,CA,1672247117
413,Ateli Mandi,28.1,76.2833,56.7,26,1,5.97,IN,1672247117
414,Bidor,4.1139,101.2884,73.15,95,42,2.53,MY,1672247117
415,Garbolovo,60.3413,30.4955,29.01,89,100,6.2,RU,1672247117
416,Chimoio,-19.1164,33.4833,74.73,60,27,5.86,MZ,1672247118
417,Belaya Gora,68.5333,146.4167,-16.15,97,98,2.17,RU,1672247118
418,Lompoc,34.6391,-120.4579,55.78,89,20,8.05,US,1672247118
419,Ixtapa,20.7,-105.2,74.43,53,0,0.0,MX,1672247119
420,Bumba,2.1833,22.4667,78.04,45,43,1.03,CD,1672247119
421,Tyulyachi,55.8913,50.2399,11.61,96,77,11.59,RU,1672247120
422,Kajaani,64.2273,27.7285,23.05,93,100,5.75,FI,1672247120
